Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
ExcelDriven,Chrome 76.0.3809.100,,2019-08-24 13:44:36,2019-08-24 13:44:46,9.880s,PASSED
,,,,,,
Test Cases/DataDriven/TC - LoginWithDiffCredentials,Chrome 76.0.3809.100,,2019-08-24 13:44:45,2019-08-24 13:44:45,0.188s,PASSED
try,Chrome 76.0.3809.100,,2019-08-24 13:44:45,2019-08-24 13:44:45,0.022s,PASSED
,,,,,,
Test Cases/DataDriven/TC - LoginWithDiffCredentials,Chrome 76.0.3809.100,,2019-08-24 13:44:45,2019-08-24 13:44:45,0.012s,PASSED
try,Chrome 76.0.3809.100,,2019-08-24 13:44:45,2019-08-24 13:44:45,0.003s,PASSED
,,,,,,
Test Cases/DataDriven/TC - LoginWithDiffCredentials,Chrome 76.0.3809.100,,2019-08-24 13:44:45,2019-08-24 13:44:45,0.011s,PASSED
try,Chrome 76.0.3809.100,,2019-08-24 13:44:45,2019-08-24 13:44:45,0.003s,PASSED
,,,,,,
Test Cases/DataDriven/TC - LoginWithDiffCredentials,Chrome 76.0.3809.100,,2019-08-24 13:44:45,2019-08-24 13:44:45,0.011s,PASSED
try,Chrome 76.0.3809.100,,2019-08-24 13:44:45,2019-08-24 13:44:45,0.004s,PASSED
,,,,,,
Test Cases/DataDriven/TC - LoginWithDiffCredentials,Chrome 76.0.3809.100,,2019-08-24 13:44:45,2019-08-24 13:44:45,0.012s,PASSED
try,Chrome 76.0.3809.100,,2019-08-24 13:44:45,2019-08-24 13:44:45,0.003s,PASSED
